"","M","totInt","specNo"
"69052",1656.85,171452.081054688,"4"
"69053",1656.88,352676.125488281,"4"
"69054",1656.9,465526.642089844,"4"
"69055",1656.93,423242.520996094,"4"
"69056",1656.95,255185.885742188,"4"
"69057",1656.98,87607.4586181641,"4"
"69058",1657,16379.9052734375,"4"
"69059",1657.03,10322.6896972656,"4"
"69060",1657.05,19795.6645507812,"4"
"69061",1657.08,37150.94140625,"6"
"69062",1657.11,48269.6396484375,"5"
"69063",1657.13,43751.35546875,"5"
"69064",1657.16,32332.7150878906,"5"
"69065",1657.18,19447.6879882812,"5"
"69066",1657.21,24397.7583007812,"5"
"69067",1657.23,34988.4990234375,"5"
"69068",1657.26,37446.7075195312,"5"
"69069",1657.28,29611.5131835938,"5"
"69070",1657.31,27248.2939453125,"5"
"69071",1657.33,21636.19921875,"5"
"69072",1657.36,23433.1533203125,"5"
"69073",1657.39,19142.9479980469,"5"
"69074",1657.41,10096.1787109375,"5"
"69075",1657.44,0,"28"
"69076",1657.46,9387.04174804688,"28"
"69077",1657.49,13612.2939453125,"28"
"69078",1657.51,20245.02734375,"28"
"69079",1657.54,23652.12109375,"28"
"69080",1657.56,25543.0336914062,"28"
"69081",1657.59,19736.16796875,"28"
"69082",1657.62,19560.6118164062,"28"
"69083",1657.64,13292.5529785156,"28"
"69084",1657.67,13119.9389648438,"28"
"69085",1657.69,15695.4135742188,"28"
"69086",1657.72,15007.3549804688,"28"
"69087",1657.74,6821.1806640625,"28"
"69088",1657.77,3281.50268554688,"31"
"69089",1657.79,0,"31"
"69090",1657.82,8580.486328125,"31"
"69091",1657.84,23457.7783203125,"31"
"69092",1657.87,35858.7915039062,"31"
"69093",1657.9,36140.7900390625,"31"
"69094",1657.92,26321.8955078125,"31"
"69095",1657.95,14209.716796875,"31"
"69096",1657.97,9743.36865234375,"16"
"69097",1658,7820.12451171875,"16"
"69098",1658.02,6763.68798828125,"16"
"69099",1658.05,7023.13305664062,"16"
"69100",1658.07,30268.0954589844,"16"
"69101",1658.1,62976.0546875,"16"
"69102",1658.13,79725.03515625,"16"
"69103",1658.15,69413.62109375,"10"
"69104",1658.18,43064.3002929688,"10"
"69105",1658.2,11840.3208007812,"10"
"69106",1658.23,13415.6633300781,"10"
"69107",1658.25,71043.7191162109,"10"
"69108",1658.28,162552.089111328,"10"
"69109",1658.3,219891.895996094,"10"
"69110",1658.33,220812.842773438,"1"
"69111",1658.35,194787.255371094,"1"
"69112",1658.38,134249.403564453,"1"
"69113",1658.41,103991.202880859,"1"
"69114",1658.43,189328.53527832,"1"
"69115",1658.46,514969.699707031,"1"
"69116",1658.48,905140.735839844,"1"
"69117",1658.51,1048280.13574219,"1"
"69118",1658.53,846959.213867188,"1"
"69119",1658.56,450468.262207031,"1"
"69120",1658.58,174972.638183594,"1"
"69121",1658.61,256228.266235352,"1"
"69122",1658.64,733747.705444336,"1"
"69123",1658.66,1892876.8762207,"1"
"69124",1658.69,3042705.66357422,"1"
"69125",1658.71,3333223.12939453,"1"
"69126",1658.74,2558430.27441406,"1"
"69127",1658.76,1203553.62365723,"1"
"69128",1658.79,232482.829345703,"1"
"69129",1658.81,196633.736816406,"1"
"69130",1658.84,1236807.40161133,"1"
"69131",1658.87,3311636.90625,"1"
"69132",1658.89,5009058.93359375,"1"
"69133",1658.92,5180455.43359375,"1"
"69134",1658.94,3718014.68164062,"1"
"69135",1658.97,1588716.12670898,"1"
"69136",1658.99,267945.137573242,"1"
"69137",1659.02,247528.288696289,"1"
"69138",1659.04,1611915.0480957,"1"
"69139",1659.07,3983208.79467773,"1"
"69140",1659.1,5693907.85595703,"1"
"69141",1659.12,5623523.20068359,"1"
"69142",1659.15,3836205.35498047,"1"
"69143",1659.17,1543387.71948242,"1"
"69144",1659.2,385797.987182617,"1"
"69145",1659.22,425327.08190918,"1"
"69146",1659.25,1846179.6394043,"1"
"69147",1659.27,4029187.83056641,"1"
"69148",1659.3,5430647.83691406,"1"
"69149",1659.32,5124100.98339844,"1"
"69150",1659.35,3315106.73193359,"1"
"69151",1659.38,1216618.62573242,"1"
"69152",1659.4,270261.666503906,"1"
"69153",1659.43,518887.911376953,"1"
"69154",1659.45,2063370.42138672,"1"
"69155",1659.48,4028696.29833984,"1"
"69156",1659.5,4971070.21777344,"2"
"69157",1659.53,4197664.63598633,"2"
"69158",1659.55,2220056.6887207,"1"
"69159",1659.58,506212.096557617,"1"
"69160",1659.61,95742.6262207031,"1"
"69161",1659.63,410632.561645508,"1"
"69162",1659.66,1774964.26611328,"1"
"69163",1659.68,3300811.58789062,"1"
"69164",1659.71,3928455.0859375,"1"
"69165",1659.73,3267089.09814453,"1"
"69166",1659.76,1733799.54541016,"1"
"69167",1659.78,379539.401367188,"1"
"69168",1659.81,67912.6444091797,"1"
"69169",1659.84,511005.080932617,"1"
"69170",1659.86,1749057.16088867,"1"
"69171",1659.89,2885664.40576172,"1"
"69172",1659.91,3160348.13867188,"2"
"69173",1659.94,2404558.88696289,"1"
"69174",1659.96,1133818.37451172,"1"
"69175",1659.99,223621.953369141,"1"
"69176",1660.01,21833.2524414062,"1"
"69177",1660.04,252872.99609375,"1"
"69178",1660.07,830226.083007812,"1"
"69179",1660.09,1311433.77197266,"1"
"69180",1660.12,1391710.40820312,"1"
"69181",1660.14,1022472.79296875,"1"
"69182",1660.17,474234.275390625,"1"
"69183",1660.19,160349.389648438,"1"
"69184",1660.22,168311.616333008,"1"
"69185",1660.24,353801.724243164,"1"
"69186",1660.27,626713.469726562,"1"
"69187",1660.3,846053.0546875,"1"
"69188",1660.32,829992.034179688,"1"
"69189",1660.35,566789.584960938,"1"
"69190",1660.37,221269.720703125,"1"
"69191",1660.4,45039.9527587891,"1"
"69192",1660.42,15984.2946777344,"1"
"69193",1660.45,54771.2094726562,"1"
"69194",1660.47,127271.469726562,"1"
"69195",1660.5,178945.629638672,"1"
"69196",1660.53,169127.3359375,"1"
"69197",1660.55,110251.858154297,"1"
"69198",1660.58,49081.8208007812,"1"
"69199",1660.6,26173.3251953125,"1"
"69200",1660.63,24979.455078125,"1"
"69201",1660.65,44831.7717285156,"1"
"69202",1660.68,77254.8129882812,"1"
"69203",1660.7,88966.1513671875,"6"
"69204",1660.73,65246.3090820312,"6"
"69205",1660.76,26520.3024902344,"2"
"69206",1660.78,6695.64990234375,"2"
"69207",1660.81,3332.689453125,"2"
"69208",1660.83,10302.2335205078,"2"
"69209",1660.86,48829.7734375,"2"
"69210",1660.88,87560.171875,"2"
"69211",1660.91,101104.427734375,"2"
"69212",1660.93,81733.9638671875,"2"
"69213",1660.96,41544.3605957031,"2"
"69214",1660.99,11716.1506347656,"2"
"69215",1661.01,0,"2"
"69216",1661.04,0,"2"
"69217",1661.06,10135.7104492188,"2"
"69218",1661.09,34380.4643554688,"24"
"69219",1661.11,44621.779296875,"39"
"69220",1661.14,38933.650390625,"39"
"69221",1661.17,23952.3110351562,"39"
"69222",1661.19,10747.6042480469,"39"
"69223",1661.22,13686.3208007812,"39"
"69224",1661.24,21516.3618164062,"39"
"69225",1661.27,21895.5649414062,"39"
"69226",1661.29,20618.9130859375,"39"
"69227",1661.32,17205.978515625,"39"
"69228",1661.34,28387.5183105469,"39"
"69229",1661.37,41006.9711914062,"39"
"69230",1661.4,43747.0092773438,"39"
"69231",1661.42,34517.1977539062,"39"
"69232",1661.45,26664.0939941406,"39"
"69233",1661.47,23058.947265625,"3"
"69234",1661.5,19522.55859375,"3"
"69235",1661.52,18082.7094726562,"3"
"69236",1661.55,17595.4470214844,"3"
"69237",1661.57,76723.5747070312,"3"
"69238",1661.6,153397.877441406,"3"
"69239",1661.63,207018.891357422,"3"
"69240",1661.65,205769.7265625,"3"
"69241",1661.68,156299.630371094,"3"
"69242",1661.7,88827.2414550781,"1"
"69243",1661.73,45598.0893554688,"1"
"69244",1661.75,26028.2023925781,"1"
"69245",1661.78,14180.3706054688,"1"
"69246",1661.8,62128.2082519531,"1"
"69247",1661.83,269838.985229492,"1"
"69248",1661.86,543162.477783203,"1"
"69249",1661.88,690948.671875,"1"
"69250",1661.91,620354.66796875,"1"
"69251",1661.93,380445.578125,"1"
"69252",1661.96,129517.8359375,"1"
"69253",1661.98,14567.9157714844,"1"
"69254",1662.01,4869.7919921875,"1"
"69255",1662.04,16628.2873535156,"1"
"69256",1662.06,174155.756103516,"1"
"69257",1662.09,663773.497680664,"1"
"69258",1662.11,1207672.92431641,"1"
"69259",1662.14,1407112.34814453,"1"
"69260",1662.16,1119449.00097656,"1"
"69261",1662.19,542976.686767578,"1"
"69262",1662.21,125753.108642578,"1"
"69263",1662.24,22058.1501464844,"1"
"69264",1662.27,41343.3737792969,"1"
"69265",1662.29,122049.372558594,"1"
"69266",1662.32,501037.168579102,"1"
"69267",1662.34,1334739.71630859,"1"
"69268",1662.37,2133982.21240234,"1"
"69269",1662.39,2290612.00439453,"1"
"69270",1662.42,1672775.24462891,"1"
"69271",1662.44,724478.258178711,"1"
"69272",1662.47,151789.491455078,"1"
"69273",1662.5,55994.1135253906,"1"
"69274",1662.52,49663.9001464844,"1"
"69275",1662.55,174437.453979492,"1"
"69276",1662.57,961995.481811523,"1"
"69277",1662.6,2385907.85083008,"1"
"69278",1662.62,3480789.04492188,"1"
"69279",1662.65,3465111.49853516,"1"
"69280",1662.68,2354291.09326172,"1"
"69281",1662.7,956572.198730469,"1"
"69282",1662.73,208437.742675781,"1"
"69283",1662.75,30970.5278320312,"1"
"69284",1662.78,26447.1215820312,"1"
"69285",1662.8,243199.980834961,"1"
"69286",1662.83,1384280.34143066,"1"
"69287",1662.85,3107831.87939453,"1"
"69288",1662.88,4225556.07714844,"1"
"69289",1662.91,3947321.03027344,"1"
"69290",1662.93,2469402.64990234,"1"
"69291",1662.96,821907.762939453,"1"
"69292",1662.98,105133.25390625,"1"
"69293",1663.01,3268.62377929688,"1"
"69294",1663.03,19667.1860351562,"1"
"69295",1663.06,371499.469726562,"1"
"69296",1663.09,1636004.52636719,"2"
"69297",1663.11,3196003.58251953,"2"
"69298",1663.14,3982557.1796875,"2"
"69299",1663.16,3428777.01318359,"2"
"69300",1663.19,1921118.62011719,"2"
"69301",1663.21,520451.32409668,"1"
"69302",1663.24,49787.3713378906,"1"
"69303",1663.26,25951.0751953125,"1"
"69304",1663.29,90299.8856201172,"1"
"69305",1663.32,492031.254760742,"1"
"69306",1663.34,1578108.82739258,"1"
"69307",1663.37,2725325.51611328,"1"
"69308",1663.39,3129726.23291016,"1"
"69309",1663.42,2488089.51220703,"1"
"69310",1663.44,1257742.21948242,"1"
"69311",1663.47,322170.275756836,"1"
"69312",1663.5,51027.6186523438,"1"
"69313",1663.52,27709.22265625,"1"
"69314",1663.55,60005.2623291016,"1"
"69315",1663.57,402040.808227539,"1"
"69316",1663.6,1104983.19702148,"1"
"69317",1663.62,1710383.80810547,"1"
"69318",1663.65,1775151.92700195,"1"
"69319",1663.67,1264699.2019043,"1"
"69320",1663.7,557031.637451172,"1"
"69321",1663.73,142833.173095703,"1"
"69322",1663.75,61255.8479003906,"1"
"69323",1663.78,25128.5717773438,"1"
"69324",1663.8,50572.5441894531,"1"
"69325",1663.83,320664.766357422,"1"
"69326",1663.85,870373.278564453,"1"
"69327",1663.88,1321156.7890625,"1"
"69328",1663.91,1356729.5078125,"1"
"69329",1663.93,949190.731201172,"1"
"69330",1663.96,369295.197509766,"1"
"69331",1663.98,63047.1713867188,"1"
"69332",1664.01,5605.2490234375,"1"
"69333",1664.03,2040.39306640625,"1"
"69334",1664.06,42655.9367675781,"2"
"69335",1664.09,147569.491943359,"3"
"69336",1664.11,273500.418212891,"12"
"69337",1664.14,332968.863769531,"12"
"69338",1664.16,292782.748046875,"12"
"69339",1664.19,166441.236083984,"12"
"69340",1664.21,47489.2473144531,"12"
"69341",1664.24,23373.6329345703,"6"
"69342",1664.26,32287.9064941406,"6"
"69343",1664.29,55864.9243164062,"6"
"69344",1664.32,89059.9909667969,"6"
"69345",1664.34,121806.249023438,"2"
"69346",1664.37,138936.410400391,"2"
"69347",1664.39,133274.814697266,"2"
"69348",1664.42,100430.850585938,"2"
"69349",1664.44,56723.2980957031,"2"
"69350",1664.47,33752.6313476562,"2"
"69351",1664.5,36948.7739257812,"2"
"69352",1664.52,49424.3229980469,"2"
"69353",1664.55,49080.0610351562,"1"
"69354",1664.57,35585.9968261719,"1"
"69355",1664.6,32636.5522460938,"1"
"69356",1664.62,33907.9672851562,"1"
"69357",1664.65,44651.4262695312,"1"
"69358",1664.68,58256.7546386719,"1"
"69359",1664.7,65825.0275878906,"1"
"69360",1664.73,60474.4338378906,"1"
"69361",1664.75,40613.6506347656,"1"
"69362",1664.78,11802.4011230469,"1"
"69363",1664.8,0,"1"
"69364",1664.83,6535.09912109375,"1"
"69365",1664.85,20289.4611816406,"1"
"69366",1664.88,37844.3803710938,"39"
"69367",1664.91,44966.0200195312,"42"
"69368",1664.93,36263.6440429688,"42"
"69369",1664.96,18331.576171875,"42"
"69370",1664.98,2118.75439453125,"42"
"69371",1665.01,0,"16"
"69372",1665.03,3902.71508789062,"16"
"69373",1665.06,11320.5336914062,"16"
"69374",1665.09,14303.0971679688,"16"
"69375",1665.11,18973.56640625,"16"
"69376",1665.14,20268.4458007812,"16"
"69377",1665.16,18701.4587402344,"16"
"69378",1665.19,20723.2763671875,"16"
"69379",1665.21,22974.0942382812,"16"
"69380",1665.24,22566.3461914062,"16"
"69381",1665.27,20657.7646484375,"16"
"69382",1665.29,15581.1115722656,"16"
"69383",1665.32,10379.099609375,"16"
"69384",1665.34,7766.59375,"85"
"69385",1665.37,3286.873046875,"85"
"69386",1665.39,0,"85"
"69387",1665.42,0,"17"
"69388",1665.45,0,"17"
"69389",1665.47,0,"3"
"69390",1665.5,0,"3"
"69391",1665.52,2770.99951171875,"3"
"69392",1665.55,6553.31787109375,"3"
"69393",1665.57,13524.1264648438,"3"
"69394",1665.6,15763.0063476562,"3"
"69395",1665.63,13895.1494140625,"3"
"69396",1665.65,9876.91162109375,"3"
"69397",1665.68,3884.1865234375,"3"
"69398",1665.7,0,"3"
"69399",1665.73,0,"3"
"69400",1665.75,0,"3"
"69401",1665.78,0,"3"
"69402",1665.8,0,"3"
"69403",1665.83,19255.6174316406,"3"
"69404",1665.86,44772.9885253906,"3"
"69405",1665.88,61871.880859375,"3"
"69406",1665.91,60493.111328125,"3"
"69407",1665.93,40570.3728027344,"3"
"69408",1665.96,10541.69921875,"3"
"69409",1665.98,0,"3"
"69410",1666.01,0,"3"
"69411",1666.04,0,"3"
"69412",1666.06,0,"9"
"69413",1666.09,27938.9357910156,"9"
"69414",1666.11,58563.3818359375,"9"
"69415",1666.14,74648.5810546875,"9"
"69416",1666.16,63397.0102539062,"9"
"69417",1666.19,33913.4587402344,"9"
"69418",1666.22,10115.716796875,"9"
"69419",1666.24,0,"9"
"69420",1666.27,0,"9"
"69421",1666.29,0,"9"
"69422",1666.32,8007.20239257812,"9"
"69423",1666.34,45726.8503417969,"11"
"69424",1666.37,82013.7197265625,"11"
"69425",1666.4,92121.0903320312,"11"
"69426",1666.42,79909.3210449219,"11"
"69427",1666.45,58824.0255126953,"11"
"69428",1666.47,50739.4213867188,"8"
"69429",1666.5,52617.7846679688,"8"
"69430",1666.52,50121.6064453125,"8"
"69431",1666.55,28417.0920410156,"8"
"69432",1666.58,28233.4626464844,"8"
"69433",1666.6,34980.92578125,"8"
"69434",1666.63,49272.69921875,"8"
"69435",1666.65,57279.0419921875,"8"
"69436",1666.68,58428.8151855469,"8"
"69437",1666.7,47921.4750976562,"8"
"69438",1666.73,35149.1235351562,"8"
"69439",1666.76,19246.736328125,"2"
"69440",1666.78,8885.13720703125,"2"
"69441",1666.81,5208.9404296875,"2"
"69442",1666.83,30597.0285644531,"2"
"69443",1666.86,104076.022949219,"2"
"69444",1666.88,182869.809082031,"2"
"69445",1666.91,210985.644042969,"2"
"69446",1666.94,165237.792480469,"2"
"69447",1666.96,74221.7856445312,"2"
"69448",1666.99,8341.2470703125,"2"
"69449",1667.01,0,"2"
"69450",1667.04,9190.23217773438,"2"
"69451",1667.06,59074.8784179688,"2"
"69452",1667.09,108889.369140625,"17"
"69453",1667.12,124856.802246094,"17"
"69454",1667.14,99665.9350585938,"17"
"69455",1667.17,51367.4069824219,"15"
"69456",1667.19,14924.6376953125,"15"
"69457",1667.22,3638.36767578125,"15"
"69458",1667.24,9125.21215820312,"15"
"69459",1667.27,37350.0686035156,"15"
"69460",1667.3,59547.8359375,"15"
"69461",1667.32,66180.4291992188,"12"
"69462",1667.35,58251.3696289062,"12"
"69463",1667.37,40925.4001464844,"12"
"69464",1667.4,21703.8913574219,"12"
"69465",1667.42,16203.4189453125,"12"
"69466",1667.45,26606.5498046875,"12"
"69467",1667.48,42243.9887695312,"12"
"69468",1667.5,52401.2265625,"12"
"69469",1667.53,47319.9375,"12"
"69470",1667.55,29030.076171875,"12"
"69471",1667.58,13373.6899414062,"12"
"69472",1667.6,5897.853515625,"12"
"69473",1667.63,9396.87475585938,"12"
"69474",1667.66,20639.8999023438,"12"
"69475",1667.68,30754.0708007812,"38"
"69476",1667.71,31781.490234375,"85"
"69477",1667.73,23546.443359375,"85"
"69478",1667.76,7478.08666992188,"61"
"69479",1667.78,0,"61"
"69480",1667.81,0,"61"
"69481",1667.84,0,"61"
"69482",1667.86,6616.8525390625,"61"
"69483",1667.89,9471.8271484375,"61"
"69484",1667.91,10086.3291015625,"61"
"69485",1667.94,7245.7548828125,"61"
"69486",1667.96,2507.9765625,"17"
"69487",1667.99,0,"17"
"69488",1668.02,0,"17"
"69489",1668.04,0,"17"
"69490",1668.07,10246.6796875,"17"
"69491",1668.09,15062.923828125,"17"
"69492",1668.12,21167.8984375,"17"
"69493",1668.14,20637.1015625,"17"
"69494",1668.17,16316.7875976562,"17"
"69495",1668.2,7102.095703125,"17"
"69496",1668.22,4365.2509765625,"17"
"69497",1668.25,6568.6357421875,"17"
"69498",1668.27,9044.2177734375,"14"
"69499",1668.3,9978.6650390625,"14"
"69500",1668.33,8128.5361328125,"14"
"69501",1668.35,4293.83740234375,"14"
"69502",1668.38,5027.19287109375,"14"
"69503",1668.4,6449.42724609375,"14"
"69504",1668.43,6449.61962890625,"14"
"69505",1668.45,5728.53759765625,"14"
"69506",1668.48,9191.0302734375,"14"
"69507",1668.51,6632.96728515625,"14"
"69508",1668.53,7491.90673828125,"14"
"69509",1668.56,6909.34228515625,"14"
"69510",1668.58,5018.62353515625,"14"
"69511",1668.61,0,"126"
"69512",1668.63,0,"126"
"69513",1668.66,0,"126"
"69514",1668.69,0,"126"
"69515",1668.74,0,"158"
"69516",1668.76,0,"63"
"69517",1668.79,0,"63"
"69518",1668.81,0,"63"
"69519",1668.84,5396.8681640625,"63"
"69520",1668.87,16627.6259765625,"63"
"69521",1668.89,24065.8603515625,"63"
"69522",1668.92,24535.810546875,"63"
"69523",1668.94,17256.8681640625,"39"
"69524",1668.97,5236.71948242188,"39"
"69525",1668.99,0,"39"
"69526",1669.02,0,"39"
"69527",1669.05,7347.42236328125,"39"
"69528",1669.07,13636.8588867188,"39"
"69529",1669.1,17522.033203125,"39"
"69530",1669.12,16509.65625,"39"
"69531",1669.15,11481.41796875,"39"
"69532",1669.17,3289.66552734375,"39"
"69533",1669.2,0,"39"
"69534",1669.23,0,"39"
"69535",1669.25,0,"39"
"69536",1669.28,4547.6123046875,"39"
"69537",1669.3,19214.173828125,"73"
"69538",1669.33,25009.8486328125,"23"
"69539",1669.36,26411.0615234375,"22"
"69540",1669.38,24821.9033203125,"22"
"69541",1669.41,19951.1831054688,"22"
"69542",1669.43,7731.89794921875,"22"
"69543",1669.46,15911.1015625,"22"
"69544",1669.48,23361.16796875,"22"
"69545",1669.51,31279.0307617188,"22"
"69546",1669.54,28666.30078125,"22"
"69547",1669.56,20149.8532714844,"22"
"69548",1669.59,6743.34765625,"22"
"69549",1669.61,8715.32055664062,"22"
"69550",1669.64,5575.404296875,"22"
"69551",1669.66,14877.7861328125,"22"
"69552",1669.69,24610.7368164062,"55"
"69553",1669.72,33714.6689453125,"55"
"69554",1669.74,29641.1689453125,"44"
"69555",1669.77,17950.4624023438,"44"
"69556",1669.79,11322.7543945312,"44"
"69557",1669.82,4717.109375,"44"
"69558",1669.85,2394.2255859375,"44"
"69559",1669.87,10716.6928710938,"44"
"69560",1669.9,17682.2646484375,"44"
"69561",1669.92,18152.666015625,"44"
"69562",1669.95,11646.8120117188,"40"
"69563",1669.97,3840.8857421875,"40"
"69564",1670,0,"40"
"69565",1670.03,0,"40"
"69566",1670.05,11960.7890625,"40"
"69567",1670.08,20924.35546875,"40"
"69568",1670.1,25610.0888671875,"40"
"69569",1670.13,23375.7119140625,"40"
"69570",1670.15,16226.8916015625,"18"
"69571",1670.18,8131.19580078125,"18"
"69572",1670.21,5587.61865234375,"18"
"69573",1670.23,0,"18"
"69574",1670.26,16173.6953125,"18"
"69575",1670.28,41591.9013671875,"18"
"69576",1670.31,56760.1401367188,"18"
"69577",1670.33,51513.8139648438,"18"
"69578",1670.36,31085.17578125,"18"
"69579",1670.39,7541.06469726562,"18"
"69580",1670.41,0,"18"
"69581",1670.44,0,"18"
"69582",1670.46,14835.4482421875,"18"
"69583",1670.49,31265.5698242188,"20"
"69584",1670.52,36574.62109375,"20"
"69585",1670.54,28026.5639648438,"20"
"69586",1670.57,11332.5581054688,"20"
"69587",1670.59,5210.478515625,"20"
"69588",1670.62,4147.09619140625,"20"
"69589",1670.64,8369.6875,"20"
"69590",1670.67,32506.1313476562,"20"
"69591",1670.7,59172.263671875,"20"
"69592",1670.72,68483.2846679688,"31"
"69593",1670.75,54765.0961914062,"31"
"69594",1670.77,27293.6357421875,"31"
"69595",1670.8,2489.39501953125,"31"
"69596",1670.83,0,"31"
"69597",1670.85,1883.9775390625,"31"
"69598",1670.88,9013.72314453125,"31"
"69599",1670.9,16222.3251953125,"77"
"69600",1670.93,17709.806640625,"77"
"69601",1670.95,12782.0239257812,"45"
"69602",1670.98,6910.33935546875,"45"
"69603",1671.01,0,"45"
"69604",1671.03,0,"45"
"69605",1671.06,13468.4533691406,"45"
"69606",1671.08,27724.203125,"45"
"69607",1671.11,35544.90234375,"45"
"69608",1671.13,32604.998046875,"45"
"69609",1671.16,21209.9956054688,"45"
"69610",1671.19,3424.1796875,"45"
"69611",1671.21,0,"45"
"69612",1671.24,0,"45"
"69613",1671.26,0,"45"
"69614",1671.29,0,"45"
"69615",1671.37,0,"3"
"69616",1671.39,0,"3"
"69617",1671.42,0,"3"
"69618",1671.44,0,"3"
"69619",1671.47,4355.71826171875,"3"
"69620",1671.5,5944.603515625,"3"
"69621",1671.52,11177.8110351562,"3"
"69622",1671.55,12626.7236328125,"3"
"69623",1671.57,12121.7377929688,"3"
"69624",1671.6,7005.794921875,"3"
"69625",1671.63,5039.25390625,"3"
"69626",1671.65,0,"3"
"69627",1671.68,0,"3"
"69628",1671.7,0,"128"
"69629",1671.73,0,"30"
"69630",1671.75,0,"10"
"69631",1671.78,0,"10"
"69632",1671.81,0,"10"
"69633",1671.83,10265.3305664062,"10"
"69634",1671.86,37752.7006835938,"10"
"69635",1671.88,63646.134765625,"10"
"69636",1671.91,72791.9526367188,"10"
"69637",1671.94,58296.630859375,"10"
"69638",1671.96,30796.8264160156,"10"
"69639",1671.99,0,"10"
"69640",1672.01,0,"10"
"69641",1672.04,7362.35620117188,"10"
"69642",1672.06,18472.1481933594,"10"
"69643",1672.09,27315.095703125,"53"
"69644",1672.12,30242.3166503906,"53"
"69645",1672.14,23066.5383300781,"22"
"69646",1672.17,10202.3449707031,"22"
"69647",1672.19,6386.826171875,"22"
"69648",1672.22,3792.72338867188,"22"
"69649",1672.25,56878.2705078125,"22"
"69650",1672.27,137472.950683594,"22"
"69651",1672.3,202356.674316406,"22"
"69652",1672.32,205927.934082031,"22"
"69653",1672.35,143975.147460938,"19"
"69654",1672.37,55601.080078125,"19"
"69655",1672.4,13248.767578125,"19"
"69656",1672.43,12423.1240234375,"19"
"69657",1672.45,85612.8891601562,"19"
"69658",1672.48,200239.581298828,"19"
"69659",1672.5,272570.872558594,"19"
"69660",1672.53,258623.84765625,"10"
"69661",1672.56,163723.309814453,"2"
"69662",1672.58,45020.80078125,"2"
"69663",1672.61,0,"2"
"69664",1672.63,30280.7534179688,"2"
"69665",1672.66,173791.186645508,"2"
"69666",1672.68,354322.33203125,"2"
"69667",1672.71,449342.514648438,"2"
"69668",1672.74,391416.013183594,"2"
"69669",1672.76,223077.404174805,"2"
"69670",1672.79,64918.5126953125,"2"
"69671",1672.81,12650.9938964844,"2"
"69672",1672.84,75726.7607421875,"2"
"69673",1672.87,258727.214111328,"2"
"69674",1672.89,457560.412109375,"9"
"69675",1672.92,525334.616210938,"9"
"69676",1672.94,418604.767333984,"3"
"69677",1672.97,211217.025634766,"3"
"69678",1672.99,37973.1605224609,"3"
"69679",1673.02,11494.1997070312,"3"
"69680",1673.05,82860.0593261719,"3"
"69681",1673.07,229962.350830078,"3"
"69682",1673.1,374504.384765625,"3"
"69683",1673.12,399097.922851562,"3"
"69684",1673.15,296871.234375,"3"
"69685",1673.18,142227.739013672,"3"
"69686",1673.2,25513.6926269531,"3"
"69687",1673.23,3446.4111328125,"3"
"69688",1673.25,63984.9587402344,"3"
"69689",1673.28,157122.896484375,"3"
"69690",1673.31,212682.014160156,"3"
"69691",1673.33,205177.727050781,"3"
"69692",1673.36,136084.062011719,"3"
"69693",1673.38,81815.7003173828,"3"
"69694",1673.41,66110.6801757812,"3"
"69695",1673.43,71622.7983398438,"3"
"69696",1673.46,113745.479492188,"3"
"69697",1673.49,178841.360107422,"7"
"69698",1673.51,203034.390136719,"7"
"69699",1673.54,165952.70703125,"7"
"69700",1673.56,92985.6171875,"7"
"69701",1673.59,24135.0324707031,"7"
"69702",1673.62,3203.67529296875,"7"
"69703",1673.64,14596.0388183594,"7"
"69704",1673.67,42406.3239746094,"7"
"69705",1673.69,66746.8471679688,"7"
"69706",1673.72,70844.1953125,"24"
"69707",1673.74,49155.8227539062,"1"
"69708",1673.77,18606.7685546875,"1"
"69709",1673.8,0,"1"
"69710",1673.82,8784.70654296875,"1"
"69711",1673.85,73301.2272949219,"1"
"69712",1673.87,515908.975463867,"1"
"69713",1673.9,1269321.65063477,"1"
"69714",1673.93,1847773.39599609,"1"
"69715",1673.95,1810307.06152344,"1"
"69716",1673.98,1173375.86303711,"1"
"69717",1674,393089.270629883,"1"
"69718",1674.03,54689.9128417969,"1"
"69719",1674.06,9069.67431640625,"1"
"69720",1674.08,13108.6069335938,"1"
"69721",1674.11,20176.5659179688,"1"
"69722",1674.13,21586.701171875,"13"
"69723",1674.16,18298.9575195312,"31"
"69724",1674.18,10469.38671875,"31"
"69725",1674.21,2680.14770507812,"31"
"69726",1674.24,4277.19775390625,"7"
"69727",1674.26,16087.8686523438,"1"
"69728",1674.29,23244.6977539062,"1"
"69729",1674.31,29285.4853515625,"1"
"69730",1674.34,85724.3739013672,"1"
"69731",1674.37,534154.321899414,"1"
"69732",1674.39,1608086.85839844,"1"
"69733",1674.42,2806303.12109375,"1"
"69734",1674.44,3213123.42578125,"1"
"69735",1674.47,2514322.515625,"1"
"69736",1674.5,1252645.06201172,"1"
"69737",1674.52,301303.384643555,"1"
"69738",1674.55,27379.6761474609,"1"
"69739",1674.57,8324.287109375,"1"
"69740",1674.6,5782.595703125,"3"
"69741",1674.62,0,"3"
"69742",1674.65,4554.48291015625,"29"
"69743",1674.68,6641.54345703125,"89"
"69744",1674.7,7466.97705078125,"89"
"69745",1674.73,6488.32373046875,"89"
"69746",1674.75,4408.07373046875,"3"
"69747",1674.78,0,"3"
"69748",1674.81,0,"3"
"69749",1674.83,11952.376953125,"3"
