"","M","totInt","specNo"
"815",214.52,19435.4512939453,"95"
"816",214.53,35294.1979980469,"34"
"817",214.54,14636.7780761719,"34"
"818",214.59,0,"147"
"819",214.6,80775.228515625,"147"
"820",214.61,0,"147"
"821",214.62,6840.82495117188,"173"
"822",214.63,12632.0163574219,"132"
"823",214.64,20247.7705078125,"132"
"824",214.65,0,"132"
"825",214.66,0,"32"
"826",214.67,28843.0541992188,"32"
"827",214.69,7748.59155273438,"148"
"828",214.7,15328.9211425781,"146"
"829",214.71,23087.9594726562,"146"
"830",214.72,0,"55"
"831",214.73,24146.7133789062,"55"
"832",214.74,0,"55"
"833",214.75,0,"173"
"834",214.76,22147.1372070312,"173"
"835",214.77,0,"149"
"836",214.78,28260.0336914062,"149"
"837",214.79,0,"149"
"838",214.92,19182.82421875,"58"
"839",214.93,4147.17333984375,"58"
"840",214.96,0,"143"
"841",214.97,31800.6127929688,"143"
"842",214.98,0,"143"
"843",215,0,"83"
"844",215.01,60793.7587890625,"83"
"845",215.02,0,"83"
"846",215.03,12494.9914550781,"137"
"847",215.04,8050.19946289062,"137"
"848",215.07,0,"156"
"849",215.08,24196.8681640625,"156"
"850",215.09,0,"156"
"851",215.1,29053.595703125,"168"
"852",215.11,0,"168"
"853",215.12,18917.0185546875,"176"
"854",215.13,3105.48291015625,"176"
"855",215.14,0,"59"
"856",215.15,29591.734375,"59"
"857",215.16,0,"59"
"858",215.17,3498.17114257812,"144"
"859",215.18,21431.2631835938,"144"
"860",215.19,20547.9001464844,"168"
"861",215.23,0,"105"
"862",215.24,18137.40234375,"105"
"863",215.25,0,"105"
"864",215.26,21932.9008789062,"113"
"865",215.27,0,"56"
"866",215.28,24331.6362304688,"56"
"867",215.29,17606.0751953125,"56"
"868",215.3,8476.92993164062,"119"
"869",215.34,7262.75244140625,"136"
"870",215.35,12564.71484375,"136"
"871",215.36,0,"164"
"872",215.37,25050.392578125,"164"
"873",215.38,0,"164"
"874",215.4,25151.2575683594,"20"
"875",215.41,16159.1296386719,"20"
"876",215.56,0,"86"
"877",215.57,33524.9340820312,"86"
"878",215.58,0,"86"
"879",215.6,19949.9978027344,"108"
"880",215.61,3235.18237304688,"108"
"881",215.62,34229.4382324219,"104"
"882",215.63,29842.6242675781,"104"
"883",215.64,9036.6904296875,"104"
"884",215.65,14875.89453125,"156"
"885",215.66,16582.7924804688,"84"
"886",215.67,29945.6645507812,"84"
"887",215.68,0,"137"
"888",215.74,5354.31396484375,"143"
"889",215.75,33026.1298828125,"143"
"890",215.76,0,"143"
"891",215.77,31738.6337890625,"98"
"892",215.78,11987.1845703125,"98"
"893",215.82,0,"175"
"894",215.83,27319.9365234375,"130"
"895",215.84,17136.2680664062,"122"
"896",215.85,22387.2690429688,"122"
"897",215.86,3560.2412109375,"85"
"898",215.87,22703.4575195312,"85"
"899",215.89,0,"19"
"900",215.9,21843.9375,"19"
"901",215.91,44536.8400878906,"19"
"902",215.92,24479.0205078125,"191"
"903",215.93,0,"191"
"904",215.94,9549.74072265625,"128"
"905",215.95,15678.3681640625,"128"
"906",215.96,0,"70"
"907",215.97,54308.9936523438,"70"
"908",215.98,17520.556640625,"70"
"909",216,16005.8491210938,"164"
"910",216.01,11847.5893554688,"21"
"911",216.02,20374.0327148438,"1"
"912",216.03,40250.9848632812,"1"
"913",216.04,7018.556640625,"1"
"914",216.05,0,"45"
"915",216.06,49145.513671875,"45"
"916",216.07,0,"8"
"917",216.08,23745.2353515625,"8"
"918",216.09,0,"8"
"919",216.12,0,"172"
"920",216.13,30342.5029296875,"172"
"921",216.14,0,"172"
"922",216.16,18341.7060546875,"64"
"923",216.17,12119.40234375,"64"
"924",216.18,14685.1364746094,"69"
"925",216.19,21516.724609375,"69"
"926",216.2,0,"69"
"927",216.23,20672.5690917969,"135"
"928",216.24,27991.4995117188,"135"
"929",216.25,0,"135"
"930",216.29,0,"62"
"931",216.3,24134.4294433594,"23"
"932",216.31,48103.8728027344,"23"
"933",216.32,28373.9460449219,"23"
"934",216.34,0,"112"
"935",216.35,30290.0346679688,"112"
"936",216.36,18346.2485351562,"13"
"937",216.37,10196.3374023438,"13"
"938",216.45,0,"136"
"939",216.46,40355.64453125,"96"
"940",216.47,0,"96"
"941",216.49,0,"102"
"942",216.5,25161.5888671875,"102"
"943",216.51,0,"102"
"944",216.52,0,"156"
"945",216.53,22801.3149414062,"156"
"946",216.54,0,"156"
"947",216.55,0,"141"
"948",216.56,25184.2670898438,"79"
"949",216.57,23415.73046875,"79"
"950",216.58,0,"79"
"951",216.59,28388.8432617188,"9"
"952",216.6,14348.9130859375,"9"
"953",216.61,0,"49"
"954",216.62,21934.5112304688,"49"
"955",216.63,0,"49"
"956",216.64,16605.6867675781,"96"
"957",216.65,4056.34155273438,"96"
"958",216.72,8806.57666015625,"28"
"959",216.73,15892.8139648438,"28"
"960",216.74,22181.8193359375,"11"
"961",216.75,12047.8623046875,"11"
"962",216.8,5587.42248535156,"184"
"963",216.81,10998.4174804688,"184"
"964",216.82,3285.3603515625,"133"
"965",216.83,24409.2265625,"96"
"966",216.84,0,"96"
"967",216.88,18423.7661132812,"126"
"968",216.89,58996.0974121094,"28"
"969",216.9,41543.2893066406,"28"
"970",216.91,0,"15"
"971",216.92,25713.1020507812,"2"
"972",216.93,28582.6850585938,"2"
"973",216.94,29924.6337890625,"2"
"974",216.95,23423.1359863281,"112"
"975",216.96,9362.59985351562,"78"
"976",216.97,31647.3310546875,"78"
"977",216.98,7270.79150390625,"78"
"978",216.99,18143.4868164062,"132"
"979",217.04,23358.580078125,"78"
"980",217.05,45214.4072265625,"78"
"981",217.06,0,"78"
"982",217.15,3493.13916015625,"192"
"983",217.16,21083.89453125,"192"
"984",217.26,20331.0949707031,"61"
"985",217.27,44224.7004394531,"61"
"986",217.31,0,"77"
"987",217.32,0,"77"
"988",217.33,0,"77"
"989",217.34,25346.0170898438,"77"
"990",217.35,0,"181"
"991",217.36,0,"20"
"992",217.37,0,"20"
"993",217.38,23777.068359375,"20"
"994",217.39,0,"187"
"995",217.43,0,"109"
"996",217.44,24996.8388671875,"109"
"997",217.45,0,"109"
"998",217.5,13643.3256835938,"116"
"999",217.51,35006.7495117188,"116"
"1000",217.52,0,"128"
"1001",217.6,3527.583984375,"13"
"1002",217.61,34227.4716796875,"13"
"1003",217.62,0,"13"
"1004",217.66,0,"198"
"1005",217.67,31874.9482421875,"198"
"1006",217.68,3721.33764648438,"108"
"1007",217.69,21506.8076171875,"108"
"1008",217.7,11927.1735839844,"46"
"1009",217.71,42119.9304199219,"46"
"1010",217.72,2928.87890625,"46"
"1011",217.76,29538.9892578125,"5"
"1012",217.77,4614.3408203125,"5"
"1013",217.81,15188.6025390625,"99"
"1014",217.82,24075.6143798828,"70"
"1015",217.83,25907.78515625,"70"
"1016",217.84,0,"60"
"1017",217.85,37861.9970703125,"60"
"1018",217.86,0,"60"
"1019",217.89,16412.3427734375,"10"
"1020",217.9,17368.0164794922,"10"
"1021",217.91,50606.0720214844,"36"
"1022",217.92,32513.1335449219,"36"
"1023",217.93,0,"93"
"1024",217.97,16154.8930664062,"104"
"1025",217.98,9221.3388671875,"104"
"1026",217.99,4496.2177734375,"5"
"1027",218,78977.8811035156,"5"
"1028",218.01,0,"85"
"1029",218.04,0,"101"
"1030",218.05,51879.1987304688,"101"
"1031",218.06,6021.74560546875,"101"
"1032",218.11,0,"199"
"1033",218.12,28171.1196289062,"199"
"1034",218.13,0,"199"
"1035",218.2,0,"171"
"1036",218.21,27293.1416015625,"171"
"1037",218.22,0,"171"
"1038",218.23,24275.4189453125,"190"
"1039",218.24,32290.1533203125,"163"
"1040",218.25,54503.19921875,"31"
"1041",218.26,34787.5122070312,"31"
"1042",218.27,51463.185546875,"152"
"1043",218.28,26033.8833007812,"54"
"1044",218.29,15888.5844726562,"54"
"1045",218.3,29922.091796875,"159"
"1046",218.31,0,"159"
"1047",218.34,8539.791015625,"75"
"1048",218.35,20260.552734375,"75"
"1049",218.38,0,"62"
"1050",218.39,23203.1982421875,"62"
"1051",218.4,0,"62"
"1052",218.45,0,"109"
"1053",218.46,21277.5190429688,"109"
"1054",218.58,22747.357421875,"61"
"1055",218.59,10555.3369140625,"61"
"1056",218.61,0,"32"
"1057",218.62,28902.732421875,"32"
"1058",218.63,13266.5971679688,"32"
"1059",218.64,8945.0517578125,"176"
"1060",218.66,0,"8"
"1061",218.67,20430.9970703125,"8"
"1062",218.68,0,"8"
"1063",218.7,0,"152"
"1064",218.71,28973.1953125,"152"
"1065",218.72,0,"152"
"1066",218.74,20746.7453613281,"6"
"1067",218.75,53839.1918945312,"6"
"1068",218.76,0,"6"
"1069",218.81,19881.3078613281,"8"
"1070",218.82,26348.6416015625,"8"
"1071",218.85,0,"164"
"1072",218.86,32912.9643554688,"164"
"1073",218.87,0,"51"
"1074",218.88,27387.8598632812,"51"
"1075",218.89,0,"50"
"1076",218.9,26233.0048828125,"50"
"1077",218.91,24581.9892578125,"108"
"1078",218.92,0,"108"
"1079",218.94,0,"132"
"1080",218.95,19257.326171875,"132"
"1081",218.96,0,"132"
"1082",219,15581.1770019531,"33"
"1083",219.01,8123.93579101562,"33"
"1084",219.03,0,"6"
"1085",219.04,38873.2973632812,"6"
"1086",219.05,21501.974609375,"6"
"1087",219.09,4765.216796875,"50"
"1088",219.1,22536.0673828125,"50"
"1089",219.17,25939.9165039062,"41"
"1090",219.18,14944.2451171875,"41"
"1091",219.19,20330.2573242188,"174"
"1092",219.2,10298.0869140625,"61"
"1093",219.21,15823.6625976562,"61"
"1094",219.22,25578.9921875,"135"
"1095",219.23,0,"135"
"1096",219.28,0,"3"
"1097",219.29,18431.20703125,"3"
"1098",219.3,0,"3"
"1099",219.31,24076.4291992188,"117"
"1100",219.32,0,"68"
"1101",219.33,28072.015625,"68"
"1102",219.34,23009.6552734375,"68"
"1103",219.35,0,"127"
"1104",219.4,0,"86"
"1105",219.41,27969.2758789062,"86"
"1106",219.42,15073.8981933594,"86"
"1107",219.43,32735.1999511719,"191"
"1108",219.44,0,"98"
"1109",219.45,20368.2329101562,"98"
"1110",219.46,0,"98"
"1111",219.47,34943.9350585938,"1"
"1112",219.48,46686.5185546875,"1"
"1113",219.49,0,"1"
"1114",219.51,11523.51171875,"128"
"1115",219.52,16480.1293945312,"43"
"1116",219.53,43987.8173828125,"43"
"1117",219.54,3895.62158203125,"43"
"1118",219.55,0,"119"
"1119",219.56,28841.7314453125,"119"
"1120",219.57,16306.7651367188,"10"
"1121",219.58,2877.2861328125,"10"
"1122",219.6,0,"191"
"1123",219.61,26199.7844238281,"191"
"1124",219.62,4391.322265625,"191"
"1125",219.63,21055.4755859375,"191"
"1126",219.67,0,"98"
"1127",219.68,19116.0590820312,"98"
"1128",219.69,6768.96044921875,"98"
"1129",219.7,15430.5961914062,"170"
"1130",219.72,0,"154"
"1131",219.73,31310.7934570312,"154"
"1132",219.74,1895.95263671875,"154"
"1133",219.75,17089.6000976562,"177"
"1134",219.76,0,"177"
"1135",219.77,0,"9"
"1136",219.78,36853.0159912109,"9"
"1137",219.79,0,"130"
"1138",219.83,0,"159"
"1139",219.84,34105.6687011719,"53"
"1140",219.85,20144.0622558594,"53"
"1141",219.88,0,"149"
"1142",219.89,28099.1533203125,"149"
"1143",219.9,0,"149"
"1144",219.91,10040.86328125,"174"
"1145",219.92,21153.8486328125,"174"
"1146",219.93,21638.8623046875,"120"
"1147",219.94,2518.73876953125,"120"
"1148",219.98,10851.076171875,"50"
"1149",219.99,69812.9916992188,"50"
"1150",220,0,"116"
"1151",220.05,0,"100"
"1152",220.06,22046.6779785156,"100"
"1153",220.07,0,"100"
"1154",220.1,0,"194"
"1155",220.11,17838.7729492188,"194"
"1156",220.12,0,"194"
"1157",220.22,0,"32"
"1158",220.23,31347.4873046875,"32"
"1159",220.24,22507.1970214844,"106"
"1160",220.25,27983.94921875,"106"
"1161",220.26,0,"63"
"1162",220.27,25473.0102539062,"63"
"1163",220.28,0,"63"
"1164",220.38,0,"8"
"1165",220.39,22064.1806640625,"8"
"1166",220.4,0,"8"
"1167",220.46,0,"132"
"1168",220.47,26611.98828125,"132"
"1169",220.48,0,"132"
"1170",220.49,29077.2294921875,"168"
"1171",220.5,0,"168"
"1172",220.53,0,"156"
"1173",220.54,23930.2573242188,"156"
"1174",220.55,0,"156"
"1175",220.6,0,"72"
"1176",220.61,26482.6557617188,"72"
"1177",220.62,0,"72"
"1178",220.63,30412.4018554688,"87"
"1179",220.64,0,"87"
"1180",220.68,0,"166"
"1181",220.69,23319.6967773438,"166"
"1182",220.7,0,"155"
"1183",220.71,27371.830078125,"155"
"1184",220.72,0,"155"
"1185",220.8,12340.6850585938,"95"
"1186",220.81,7194.73974609375,"95"
"1187",220.83,10021.0883789062,"175"
"1188",220.84,17357.1567382812,"175"
"1189",220.87,0,"50"
"1190",220.88,77386.3764648438,"50"
"1191",220.89,5006.95556640625,"50"
"1192",220.95,0,"69"
"1193",220.96,22854.2377929688,"69"
"1194",220.97,0,"69"
"1195",220.98,0,"67"
"1196",220.99,31771.474609375,"67"
"1197",221,0,"67"
"1198",221.02,21999.7211914062,"126"
"1199",221.03,8600.95654296875,"126"
"1200",221.09,15712.609375,"16"
"1201",221.1,10186.2133789062,"16"
"1202",221.14,3741.94750976562,"186"
"1203",221.15,18974.4436035156,"186"
"1204",221.16,0,"24"
"1205",221.17,37006.1237792969,"24"
"1206",221.18,3116.00268554688,"24"
"1207",221.23,21865.4072265625,"147"
"1208",221.24,10773.9992675781,"147"
"1209",221.25,11372.5205078125,"82"
"1210",221.26,24572.3732910156,"82"
"1211",221.43,17051.7924804688,"75"
"1212",221.44,41904.0903320312,"75"
"1213",221.45,15361.1838378906,"84"
"1214",221.46,9007.44116210938,"148"
"1215",221.47,24318.2670898438,"68"
"1216",221.48,3800.9072265625,"68"
"1217",221.5,3998.5751953125,"172"
"1218",221.51,26976.4130859375,"172"
"1219",221.52,4028.29858398438,"134"
"1220",221.53,20261.8596191406,"134"
"1221",221.55,22551.0986328125,"23"
"1222",221.56,32837.1708984375,"23"
"1223",221.59,11325.1000976562,"2"
"1224",221.6,18826.8818359375,"2"
"1225",221.62,0,"173"
"1226",221.63,25291.2507324219,"173"
"1227",221.64,19688.7114257812,"21"
"1228",221.65,25029.7504882812,"21"
"1229",221.66,0,"189"
"1230",221.69,22014.9233398438,"58"
"1231",221.7,4418.08935546875,"58"
"1232",221.75,12354.1044921875,"70"
"1233",221.76,5447.85705566406,"70"
"1234",221.77,8433.5341796875,"121"
"1235",221.78,13071.7651367188,"121"
"1236",221.86,0,"184"
"1237",221.87,16892.5532226562,"184"
"1238",221.88,0,"184"
"1239",221.92,0,"181"
"1240",221.93,41375.5441894531,"165"
"1241",221.94,7119.03247070312,"78"
"1242",221.95,29239.5124511719,"78"
"1243",221.96,0,"78"
"1244",222.01,0,"83"
"1245",222.02,26999.462890625,"83"
"1246",222.03,0,"83"
"1247",222.06,0,"164"
"1248",222.07,29912.7587890625,"164"
"1249",222.08,9215.9716796875,"164"
"1250",222.13,18424.2182617188,"86"
"1251",222.14,10700.322265625,"86"
"1252",222.23,0,"91"
"1253",222.24,32419.9704589844,"91"
"1254",222.25,37016.44140625,"1"
"1255",222.26,4590.01708984375,"1"
"1256",222.3,19345.2001953125,"117"
"1257",222.31,9537.36108398438,"117"
"1258",222.43,9534.34741210938,"36"
"1259",222.44,31062.5893554688,"36"
"1260",222.45,60994.9792480469,"38"
"1261",222.46,0,"38"
"1262",222.47,9556.1904296875,"135"
"1263",222.48,16713.9370117188,"135"
"1264",222.49,27519.6499023438,"199"
"1265",222.5,0,"199"
"1266",222.54,0,"161"
"1267",222.55,24716.18359375,"161"
"1268",222.56,0,"161"
"1269",222.59,35404.8601074219,"50"
"1270",222.6,14471.6027832031,"50"
"1271",222.68,0,"90"
"1272",222.69,28721.0966796875,"90"
"1273",222.7,0,"90"
"1274",222.72,0,"173"
"1275",222.73,28808.9143066406,"173"
"1276",222.74,20277.5795898438,"41"
"1277",222.75,9652.140625,"41"
"1278",222.76,8035.57885742188,"134"
"1279",222.77,15450.1047363281,"134"
"1280",222.79,4037.00512695312,"73"
"1281",222.8,25009.8171386719,"73"
"1282",222.81,0,"38"
"1283",222.82,24520.6997070312,"38"
"1284",222.83,0,"38"
"1285",222.84,28354.2314453125,"149"
"1286",222.85,24574.359375,"137"
"1287",222.86,24321.1477050781,"137"
"1288",222.91,26044.3916015625,"154"
"1289",222.92,3749.04052734375,"154"
"1290",222.95,24242.7009277344,"59"
"1291",222.96,4411.0751953125,"59"
"1292",222.97,0,"122"
"1293",222.98,27510.6259765625,"122"
"1294",222.99,0,"122"
"1295",223,0,"2"
"1296",223.01,30601.8227539062,"2"
"1297",223.02,0,"2"
"1298",223.09,0,"82"
"1299",223.1,23862.3642578125,"82"
"1300",223.11,0,"82"
"1301",223.12,19288.1103515625,"177"
"1302",223.13,0,"177"
"1303",223.16,0,"49"
"1304",223.17,24293.8264160156,"49"
"1305",223.18,19904.4169921875,"49"
"1306",223.19,7659.32080078125,"69"
"1307",223.26,0,"92"
"1308",223.27,31159.23046875,"92"
"1309",223.28,19230.8544921875,"92"
"1310",223.29,4109.9990234375,"163"
"1311",223.32,0,"117"
"1312",223.33,51443.8735351562,"25"
"1313",223.34,23533.6389160156,"25"
"1314",223.38,0,"162"
"1315",223.39,32961.3940429688,"162"
"1316",223.4,27583.9887695312,"65"
"1317",223.41,11013.50390625,"65"
"1318",223.48,4766.775390625,"65"
"1319",223.49,21007.1782226562,"65"
"1320",223.5,0,"78"
"1321",223.51,31561.15234375,"78"
"1322",223.52,14809.4838867188,"17"
"1323",223.53,16543.3403320312,"17"
"1324",223.54,18010.5109863281,"24"
"1325",223.55,3628.90454101562,"24"
"1326",223.59,0,"85"
"1327",223.6,23419.1357421875,"85"
"1328",223.61,0,"85"
"1329",223.62,0,"82"
"1330",223.63,21057.6430664062,"82"
"1331",223.64,0,"82"
"1332",223.72,2846.27587890625,"176"
"1333",223.73,22410.5083007812,"176"
"1334",223.74,3813.36938476562,"182"
"1335",223.75,27280.2800292969,"182"
"1336",223.76,0,"182"
"1337",223.82,4467.841796875,"153"
"1338",223.83,41461.2944335938,"153"
"1339",223.84,0,"165"
"1340",223.94,22211.6511230469,"155"
"1341",223.95,5134.935546875,"155"
"1342",224.04,0,"18"
"1343",224.05,27337.6547851562,"18"
"1344",224.06,3161.990234375,"18"
"1345",224.07,25650.3139648438,"193"
"1346",224.08,0,"193"
"1347",224.11,11521.58984375,"73"
"1348",224.12,44377.0786132812,"73"
"1349",224.13,0,"166"
"1350",224.16,0,"7"
"1351",224.17,23268.59765625,"7"
"1352",224.18,0,"7"
"1353",224.36,0,"197"
"1354",224.37,20509.8090820312,"197"
"1355",224.38,0,"197"
"1356",224.46,0,"129"
"1357",224.47,22541.4604492188,"129"
"1358",224.48,0,"129"
"1359",224.68,0,"201"
"1360",224.69,24332.4670410156,"201"
"1361",224.7,0,"144"
"1362",224.71,34112.998046875,"144"
"1363",224.72,9623.07641601562,"50"
"1364",224.73,18117.5654296875,"50"
"1365",224.89,0,"59"
"1366",224.9,54247.7009277344,"36"
"1367",224.91,5208.6083984375,"36"
"1368",224.94,29641.5415039062,"13"
"1369",224.95,31077.9936523438,"13"
"1370",224.96,0,"13"
"1371",224.97,56336.0048828125,"152"
"1372",224.98,9328.7919921875,"152"
"1373",225,3922.46533203125,"178"
"1374",225.01,20041.0590820312,"178"
"1375",225.06,14485.5966796875,"160"
"1376",225.07,7125.1904296875,"160"
"1377",225.14,0,"34"
"1378",225.15,21539.1435546875,"34"
"1379",225.16,0,"34"
"1380",225.17,0,"145"
"1381",225.18,25222.1286621094,"145"
"1382",225.19,0,"145"
"1383",225.28,16674.2880859375,"181"
"1384",225.29,16290.82421875,"124"
"1385",225.3,29171.15234375,"124"
"1386",225.31,36769.9946289062,"124"
"1387",225.32,2208.234375,"133"
"1388",225.33,0,"182"
"1389",225.34,26280.54296875,"182"
"1390",225.35,0,"182"
"1391",225.39,9136.00341796875,"161"
"1392",225.4,37595.1911621094,"141"
"1393",225.41,3705.74584960938,"55"
"1394",225.42,24669.0712890625,"55"
"1395",225.43,9700.751953125,"19"
"1396",225.44,30140.0266113281,"19"
"1397",225.45,0,"19"
"1398",225.5,0,"83"
"1399",225.51,39194.7827148438,"83"
"1400",225.52,0,"83"
"1401",225.56,11923.8015136719,"8"
"1402",225.57,54110.2277832031,"8"
"1403",225.58,0,"21"
"1404",225.61,6673.169921875,"3"
"1405",225.62,14129.3662109375,"3"
"1406",225.63,26803.5263671875,"101"
"1407",225.64,0,"101"
"1408",225.68,0,"44"
"1409",225.69,49884.9233398438,"44"
"1410",225.7,0,"44"
"1411",225.71,22297.0493164062,"149"
"1412",225.72,5009.11962890625,"149"
"1413",225.77,9494.62890625,"126"
"1414",225.78,15077.1953125,"126"
"1415",225.79,0,"51"
"1416",225.8,26472.3530273438,"51"
"1417",225.81,41047.3061523438,"51"
"1418",225.82,9855.7578125,"83"
"1419",225.89,8482.63818359375,"156"
"1420",225.9,13557.98046875,"156"
"1421",225.96,0,"170"
"1422",225.97,25587.7817382812,"170"
"1423",225.98,0,"170"
"1424",226.01,6975.22216796875,"64"
"1425",226.02,41887.7058105469,"64"
"1426",226.05,0,"141"
"1427",226.06,35769.421875,"20"
"1428",226.07,34177.634765625,"20"
"1429",226.08,0,"20"
"1430",226.1,0,"45"
"1431",226.11,19369.39453125,"45"
"1432",226.12,0,"45"
"1433",226.14,14305.3217773438,"16"
"1434",226.15,8887.66552734375,"16"
"1435",226.16,2834.57861328125,"28"
"1436",226.17,41100.4116210938,"28"
"1437",226.18,0,"54"
"1438",226.27,6445.76416015625,"95"
"1439",226.28,10863.8481445312,"95"
"1440",226.29,22491.5173339844,"147"
"1441",226.3,4212.0625,"50"
"1442",226.31,34030.9887695312,"50"
"1443",226.32,0,"50"
"1444",226.33,26464.3337402344,"143"
"1445",226.34,46535.8610839844,"87"
"1446",226.35,26615.90234375,"87"
"1447",226.36,24843.1455078125,"89"
"1448",226.37,0,"102"
"1449",226.49,4157.46875,"149"
"1450",226.5,26132.2790527344,"35"
"1451",226.51,19675.8703613281,"35"
"1452",226.52,8577.28149414062,"100"
"1453",226.53,15852.5363769531,"100"
"1454",226.54,22590.560546875,"121"
"1455",226.55,0,"121"
"1456",226.6,0,"6"
"1457",226.61,19980.751953125,"6"
"1458",226.62,0,"6"
"1459",226.63,0,"165"
"1460",226.64,19630.3793945312,"165"
"1461",226.65,12039.876953125,"5"
"1462",226.66,21847.1767578125,"5"
"1463",226.67,0,"76"
"1464",226.68,26638.9230957031,"76"
"1465",226.69,0,"76"
"1466",226.72,0,"182"
"1467",226.73,27534.9279785156,"182"
"1468",226.74,0,"182"
"1469",226.87,0,"69"
"1470",226.88,22242.1831054688,"69"
"1471",226.89,0,"69"
"1472",227,0,"112"
"1473",227.01,45541.0532226562,"6"
"1474",227.02,14294.03125,"6"
"1475",227.08,22121.83203125,"158"
"1476",227.09,3359.0751953125,"158"
